ID,Accession Number,Author-Supplied Keywords,Authors,Company/Entity,Cut and Paste,DOI,Document Type,Full Text Word Count,Geographic Terms,ISSN,Notes,People,Publication Model,Reviews & Products,Source,Subject Terms,Title,UR,Full Text (y/n)
PT-0326,133507041,arts-based research methods interdisciplinarity Public health curriculum,"Yassi, A.^1 annalee.yassi@ubc.ca Lockhart, K.^1 Gray, P.^1 Hancock, T.^2",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=133507041&site=ehost-live&scope=site"">Is public health training in Canada meeting current needs? Defrosting the paradigm freeze to respond to the post-truth era.</A> *Database: * Academic Search Premier",10.1080/09581596.2017.1384796,Article,4187,CANADA,0958-1596,,,,,"Critical Public Health. Feb2019, Vol. 29 Issue 1, p40-47. 8p. 1 Chart.",*ALLIED health personnel *CRITICAL thinking *CURRICULUM *EMOTIONS *INTERDISCIPLINARY education *RESEARCH methodology *NEEDS assessment *PATIENT advocacy *PUBLIC health *SOCIAL change *STUDENTS *QUALITATIVE research *JOB performance *LABELING theory *QUANTITATIVE research *HEALTH & social status *DESCRIPTIVE statistics,Is public health training in Canada meeting current needs? Defrosting the paradigm freeze to respond to the post-truth era.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=133507041&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=133507041&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=133507041&site=ehost-live&scope=site>,y
PT-0327,150638104,,"Makarychev, Andrey^1 (AUTHOR)andrey.makarychev@ut.ee Vihalemm, Triin^1 (AUTHOR)",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=150638104&site=ehost- live&scope=site"">Introduction.</A> *Database: * Academic Search Premier",10.1080/14608944.2020.1858773,Article,1860,,1460-8944,,,,,"National Identities. Jul2021, Vol. 23 Issue 3, p217-220. 4p.",*POLITICAL science *IDENTITY (Psychology) *POLITICAL debates *ONLINE journalism *GEOPOLITICS *PROPAGANDA *DILEMMA,Introduction.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=150638104&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=150638104&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=150638104&site=ehost-live&scope=site>,y
PT-0328,151357550,communication Donald Davidson international political theory interpretation post-positivism rationalism rationality,"Gudalov, Nikolay^1 n.gudalov@spbu.ru",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=151357550&site=ehost- live&scope=site"">Interpretation and Rationality: Developing Donald Davidson's Ideas in International Political Theory.</A> *Database: * Academic Search Premier",10.3167/th.2021.6816702,Article,,,0040-5817,,,,,"Theoria: A Journal of Social & Political Theory. Jun2021, Vol. 68 Issue 167, p39-65. 27p.",*POLITICAL science *CRITICAL realism *INTERSUBJECTIVITY *FOREGROUNDING,Interpretation and Rationality: Developing Donald Davidson's Ideas in International Political Theory.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=151357550&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=151357550&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=151357550&site=ehost-live&scope=site>,n
PT-0329,152353073,,"Freije, Vanessa (AUTHOR)vfreije@uw.edu Nolan, Rachel (AUTHOR)vfreije@uw.edu",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152353073&site=ehost- live&scope=site"">Interpretative Challenges in the Archive: An Introduction.</A> *Database: * Academic Search Premier",10.1093/jsh/shab027,Article,,LATIN America CARIBBEAN,0022-4529,,,,,"Journal of Social History. Fall2021, Vol. 55 Issue 1, p1-6. 6p.",*RUMOR *FORGERY *DENUNCIATION (Criminal law),Interpretative Challenges in the Archive: An Introduction.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152353073&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152353073&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152353073&site=ehost-live&scope=site>,n
PT-0330,158721943,conspiracy theories disinformation Epistemic contestation epistemic hierarchies hybrid media environment,"Valaskivi, Katja^1 katja.valaskivi@helsinki.fi Robertson, David G.^2",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=158721943&site=ehost- live&scope=site"">Introduction: epistemic contestations in the hybrid media environment.</A> *Database: * Academic Search Premier",10.1080/15405702.2022.2057998,Article,4541,,1540-5702,,,,,"Popular Communication. Jul-Sep2022, Vol. 20 Issue 3, p153-161. 9p.",*CONSPIRACY theories *DISINFORMATION *MASS media,Introduction: epistemic contestations in the hybrid media environment.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=158721943&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=158721943&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=158721943&site=ehost-live&scope=site>,y
PT-0331,155518995,accountability Boris Johnson parliamentary government Prime Minister UK Parliament,,,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=155518995&site=ehost-live&scope=site"">'Would I Lie to You?': Boris Johnson and Lying in the House of Commons.</A> *Database: * Academic Search Premier",10.1111/1467-923X.13105,Article,6539,,0032-3179,,"JOHNSON, Boris, 1964-",,,"Political Quarterly. Jan2022, Vol. 93 Issue 1, p77-86. 10p.",*CABINET system *PRIME ministers *PARADOX,'Would I Lie to You?': Boris Johnson and Lying in the House of Commons.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=155518995&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=155518995&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=155518995&site=ehost-live&scope=site>,y
PT-0332,151626580,Aerosol Asymptomatic Coronavirus Droplet Harm reduction Mask Nonpharmaceutical intervention Outdoor Pandemic Pollution Presymptomatic Reinfection Transmission,"Escandón, Kevin^1 (AUTHOR)kevin.escandonvargas@gmail.com Rasmussen, Angela L.^2,3 (AUTHOR) Bogoch, Isaac I.^4 (AUTHOR) Murray, Eleanor J.^5 (AUTHOR) Escandón, Karina^6 (AUTHOR) Popescu, Saskia V.^3,7 (AUTHOR) Kindrachuk, Jason^2,8 (AUTHOR)",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=151626580&site=ehost-live&scope=site"">COVID-19 false dichotomies and a comprehensive review of the evidence regarding public health, COVID-19 symptomatology, SARS-CoV-2 transmission, mask wearing, and reinfection.</A> *Database: * Academic Search Premier",10.1186/s12879-021-06357-4,Journal Article,,,1471-2334,,,,,"BMC Infectious Diseases. 7/27/2021, Vol. 21 Issue 1, p1-47. 47p.",*COVID-19 *SARS-CoV-2 *PUBLIC health *REINFECTION *SOCIAL determinants of health,"COVID-19 false dichotomies and a comprehensive review of the evidence regarding public health, COVID-19 symptomatology, SARS- CoV-2 transmission, mask wearing, and reinfection.",https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=151626580&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=151626580&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=151626580&site=ehost-live&scope=site>,y
PT-0333,156652902,,"Washburn, Phil^1 (AUTHOR)",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156652902&site=ehost-live&scope=site"">Is Truth Relative?</A> *Database: * Academic Search Premier",10.1080/10720537.2020.1727389,Article,9138,UNITED States,1072-0537,,,,,"Journal of Constructivist Psychology. Apr-Jun2022, Vol. 35 Issue 2, p432-447. 16p.",*PHILOSOPHERS *ARGUMENT *RELATIVITY,Is Truth Relative?,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156652902&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156652902&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156652902&site=ehost-live&scope=site>,y
PT-0334,173484679,Coronavirus Covid-19 Disinformation Fake news Health information Ibero-America Infodemic Instagram Science journalism Social media Social network analysis Social networks Verification,"Martín-Neira, Juan-Ignacio^1 jmartinne@correo.ugr.es Trillo-Domínguez, Magdalena^2 mtrillo@ugr.es Olvera-Lobo, María-Dolores^1 molvera@ugr.es",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=173484679&site=ehost-live&scope=site"">Ibero- American journalism in the face of scientific disinformation: Fact- checkers' initiatives on the social network Instagram.</A> *Database: * Academic Search Premier",10.3145/epi.2023.sep.03,Article,,,1386-6710,,,,,"El Profesional de la Información. 2023, Vol. 32 Issue 5, p1-20. 20p.",*SCIENCE journalism *DISINFORMATION *COVID-19 pandemic *FREEDOM of the press *CORONAVIRUSES *HOAXES *SOCIAL networks,Ibero-American journalism in the face of scientific disinformation: Fact-checkers' initiatives on the social network Instagram.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=173484679&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=173484679&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=173484679&site=ehost-live&scope=site>,n
PT-0335,145466767,,"Anderson, Gordon L.",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=145466767&site=ehost- live&scope=site"">CONSTRUCTIVISM, IDENTITY, AND THE ""RELIGIONS"" OF POST-MODERNISM.</A> *Database: * Academic Search Premier",,Article,,BHUTAN,0742-3640,,,,,"International Journal on World Peace. Sep2020, Vol. 37 Issue 3, p3-7. 5p.",*CONSTRUCTIVISM (Philosophy),"CONSTRUCTIVISM, IDENTITY, AND THE ""RELIGIONS"" OF POST-MODERNISM.",https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=145466767&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=145466767&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=145466767&site=ehost-live&scope=site>,n
PT-0336,174552120,communication healthcare provider Healthcare system patient Professional assertiveness,"Richard, Claude^1 Lussier, Marie-Thérèse^2 Millette, Bernard^2 Tanoubi, Issam^3 i.tanoubi@umontreal.ca",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=174552120&site=ehost- live&scope=site"">Healthcare providers and patients: an essay on the importance of professional assertiveness in healthcare today.</A> *Database: * Academic Search Premier",10.1080/10872981.2023.2200586,Article,,,1087-2981,,,,,"Medical Education Online. Dec2023, Vol. 28 Issue 1, p1-6. 6p.",*MEDICAL personnel *INTERPERSONAL communication *SOCIAL skills *SCIENTIFIC knowledge *COMMUNICATIVE competence,Healthcare providers and patients: an essay on the importance of professional assertiveness in healthcare today.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=174552120&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=174552120&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=174552120&site=ehost-live&scope=site>,n
PT-0337,153045725,American politics layered framework political leaders Political leadership presidents,"James, Toby S.^1 T.S.James@uea.ac.uk",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=153045725&site=ehost-live&scope=site"">The effects of Donald Trump.</A> *Database: * Academic Search Premier",10.1080/01442872.2021.1980114,Article,7764,UNITED States,0144-2872,,"TRUMP, Donald, 1946-",,,"Policy Studies. Sep-Nov 2021, Vol. 42 Issue 5/6, p755-769. 15p.",*POLITICAL leadership *PUBLIC health *PARTISANSHIP,The effects of Donald Trump.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=153045725&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=153045725&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=153045725&site=ehost-live&scope=site>,y
PT-0338,135688659,,"Barnacle, Robyn^1 Schmidt, Christine^1 Cuthbert, Denise^1",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=135688659&site=ehost- live&scope=site"">Expertise and the PhD: Between depth and a flat place.</A> *Database: * Academic Search Premier",10.1111/hequ.12181,Article,7284,,0951-5224,,,,,"Higher Education Quarterly. Apr2019, Vol. 73 Issue 2, p168-181. 14p.",*POLICY sciences *HIGHER education *EXPERTISE *SYNECDOCHE *UNIVERSITIES & colleges,Expertise and the PhD: Between depth and a flat place.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=135688659&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=135688659&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=135688659&site=ehost-live&scope=site>,y
PT-0339,152295690,Decentralization Health system Health system transition Immunization Implementation research Implementation science Polio Sustainability,"Azizatunnisa', Luthfi^1,2 Cintyamena, Utsamani^2 Mahendradhata, Yodi^2,3 Ahmad, Riris Andono^2,4 risandono.ahmad@gmail.com",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152295690&site=ehost-live&scope=site"">Ensuring sustainability of polio immunization in health system transition: lessons from the polio eradication initiative in Indonesia.</A> *Database: * Academic Search Premier",10.1186/s12889-021-11642-7,Journal Article,,INDONESIA,1471-2458,,,,,"BMC Public Health. 9/6/2021, Vol. 21 Issue 1, p1-16. 16p. 2 Diagrams, 2 Charts, 4 Graphs.",*POLIOMYELITIS vaccines *POLIO prevention *SUSTAINABILITY *PUBLIC health,Ensuring sustainability of polio immunization in health system transition: lessons from the polio eradication initiative in Indonesia.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152295690&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152295690&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152295690&site=ehost-live&scope=site>,n
PT-0340,131598339,Fake news journalism post-truth public communication,"Waisbord, Silvio^1 (AUTHOR)waisbord@gwu.edu",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=131598339&site=ehost-live&scope=site"">TRUTH IS WHAT HAPPENS TO NEWS: On journalism, fake news, and post-truth.</A> *Database: * Academic Search Premier",10.1080/1461670X.2018.1492881,Article,,,1461-670X,,,,,"Journalism Studies. Oct2018, Vol. 19 Issue 13, p1866-1878. 13p.",*JOURNALISM *FAKE news *PUBLIC communication *BUSINESS enterprises *POLITICAL elites,"TRUTH IS WHAT HAPPENS TO NEWS: On journalism, fake news, and post- truth.",https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=131598339&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=131598339&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=131598339&site=ehost-live&scope=site>,y
PT-0341,143651969,data access ethics violence,"Brigden, Noelle K^1 Gohdes, Anita R^2",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=143651969&site=ehost-live&scope=site"">The Politics of Data Access in Studying Violence across Methodological Boundaries: What We Can Learn from Each Other?</A> *Database: * Academic Search Premier",10.1093/isr/viaa017,Article,11097,,1521-9488,,,,,"International Studies Review. Jun2020, Vol. 22 Issue 2, p250-267. 18p. 1 Chart.",*VIOLENCE *ACQUISITION of data *ACCESS to information *PARTICIPANT observation *QUANTITATIVE research,The Politics of Data Access in Studying Violence across Methodological Boundaries: What We Can Learn from Each Other?,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=143651969&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=143651969&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=143651969&site=ehost-live&scope=site>,y
